timestamp,datetime,open,high,low,close,volume
1703255400,2023-12-22T09:30:00.000-05:00,61.35,61.35,61.12,61.12,7070
1703255460,2023-12-22T09:31:00.000-05:00,61.325,61.325,61.325,61.325,773
1703255520,2023-12-22T09:32:00.000-05:00,61.28,61.29,61.28,61.29,627
1703255580,2023-12-22T09:33:00.000-05:00,61.28,61.29,61.28,61.29,317
1703255640,2023-12-22T09:34:00.000-05:00,61.34,61.34,61.34,61.34,188
1703255700,2023-12-22T09:35:00.000-05:00,61.34,61.38,61.33,61.36,1544
1703255760,2023-12-22T09:36:00.000-05:00,61.365,61.42,61.365,61.39,3243
1703255820,2023-12-22T09:37:00.000-05:00,61.39,61.44,61.39,61.44,1644
1703255880,2023-12-22T09:38:00.000-05:00,61.475,61.475,61.475,61.475,186
1703255940,2023-12-22T09:39:00.000-05:00,61.485,61.53,61.485,61.49,2511
1703256000,2023-12-22T09:40:00.000-05:00,61.53,61.58,61.49,61.555,3433
1703256060,2023-12-22T09:41:00.000-05:00,61.57,61.6,61.555,61.6,502
1703256120,2023-12-22T09:42:00.000-05:00,61.6,61.715,61.6,61.68,4944
1703256180,2023-12-22T09:43:00.000-05:00,61.73,61.73,61.72,61.72,435
1703256240,2023-12-22T09:44:00.000-05:00,61.7173,61.74,61.7,61.73,1068
1703256300,2023-12-22T09:45:00.000-05:00,61.79,61.85,61.79,61.85,2368
1703256360,2023-12-22T09:46:00.000-05:00,61.87,61.88,61.85,61.85,3250
1703256420,2023-12-22T09:47:00.000-05:00,61.82,61.82,61.75,61.8,3329
1703256480,2023-12-22T09:48:00.000-05:00,61.83,61.83,61.83,61.83,342
1703256540,2023-12-22T09:49:00.000-05:00,61.88,61.95,61.88,61.93,1620
1703256600,2023-12-22T09:50:00.000-05:00,61.92,61.92,61.89,61.89,1119
1703256660,2023-12-22T09:51:00.000-05:00,61.875,61.88,61.81,61.82,2091
1703256720,2023-12-22T09:52:00.000-05:00,61.78,61.83,61.78,61.83,513
1703256780,2023-12-22T09:53:00.000-05:00,61.85,61.87,61.85,61.87,607
1703256840,2023-12-22T09:54:00.000-05:00,61.835,61.835,61.835,61.835,168
1703256900,2023-12-22T09:55:00.000-05:00,61.825,61.825,61.825,61.825,236
1703256960,2023-12-22T09:56:00.000-05:00,61.86,61.88,61.86,61.88,780
1703257020,2023-12-22T09:57:00.000-05:00,61.86,61.9,61.85,61.9,3956
1703257080,2023-12-22T09:58:00.000-05:00,61.895,62.04,61.895,62.04,8861
1703257140,2023-12-22T09:59:00.000-05:00,62.05,62.05,61.99,62.0025,3241
1703257200,2023-12-22T10:00:00.000-05:00,62.01,62.01,61.9,61.9,3462
1703257260,2023-12-22T10:01:00.000-05:00,61.91,61.92,61.895,61.915,1601
1703257320,2023-12-22T10:02:00.000-05:00,61.91,61.935,61.89,61.9,2622
1703257380,2023-12-22T10:03:00.000-05:00,61.88,61.88,61.79,61.79,1470
1703257440,2023-12-22T10:04:00.000-05:00,61.78,61.81,61.78,61.81,838
1703257500,2023-12-22T10:05:00.000-05:00,61.79,61.83,61.79,61.83,879
1703257560,2023-12-22T10:06:00.000-05:00,61.81,61.87,61.81,61.87,949
1703257620,2023-12-22T10:07:00.000-05:00,61.85,61.85,61.81,61.82,1189
1703257680,2023-12-22T10:08:00.000-05:00,61.81,61.81,61.77,61.8,1001
1703257740,2023-12-22T10:09:00.000-05:00,61.79,61.79,61.79,61.79,457
1703257800,2023-12-22T10:10:00.000-05:00,61.77,61.77,61.77,61.77,224
1703257860,2023-12-22T10:11:00.000-05:00,61.82,61.82,61.78,61.78,1116
1703257920,2023-12-22T10:12:00.000-05:00,61.78,61.82,61.78,61.8,1709
1703257980,2023-12-22T10:13:00.000-05:00,61.78,61.78,61.77,61.78,1490
1703258040,2023-12-22T10:14:00.000-05:00,61.76,61.79,61.76,61.785,2900
1703258100,2023-12-22T10:15:00.000-05:00,61.78,61.8,61.75,61.75,1446
1703258160,2023-12-22T10:16:00.000-05:00,61.75,61.78,61.75,61.78,1623
1703258220,2023-12-22T10:17:00.000-05:00,61.78,61.7869,61.77,61.7869,980
1703258280,2023-12-22T10:18:00.000-05:00,61.83,61.84,61.83,61.84,739
1703258340,2023-12-22T10:19:00.000-05:00,61.83,61.83,61.8,61.8,1548
1703258400,2023-12-22T10:20:00.000-05:00,61.815,61.815,61.815,61.815,232
1703258460,2023-12-22T10:21:00.000-05:00,61.815,61.84,61.815,61.83,1588
1703258520,2023-12-22T10:22:00.000-05:00,61.85,61.85,61.845,61.845,951
