timestamp,datetime,open,high,low,close,volume
1703255400,2023-12-22T09:30:00.000-05:00,24.1,24.1,24.1,24.1,1048
1703255640,2023-12-22T09:34:00.000-05:00,23.99,23.99,23.99,23.99,100
1703255760,2023-12-22T09:36:00.000-05:00,24.015,24.1,24.015,24.1,5026
1703255940,2023-12-22T09:39:00.000-05:00,24.0574,24.0574,24.0574,24.0574,206
1703256060,2023-12-22T09:41:00.000-05:00,24.16,24.24,24.075,24.24,1276
1703256360,2023-12-22T09:46:00.000-05:00,24.14,24.2281,24.14,24.2281,511
1703256540,2023-12-22T09:49:00.000-05:00,24.15,24.15,24.15,24.15,101
1703256660,2023-12-22T09:51:00.000-05:00,24.15,24.15,24.15,24.15,103
1703256840,2023-12-22T09:54:00.000-05:00,24.27,24.27,24.17,24.17,281
1703256960,2023-12-22T09:56:00.000-05:00,24.15,24.15,24.14,24.14,205
1703257140,2023-12-22T09:59:00.000-05:00,24.05,24.05,24.05,24.05,200
1703257500,2023-12-22T10:05:00.000-05:00,24.01,24.02,24.01,24.02,446
1703257560,2023-12-22T10:06:00.000-05:00,23.97,24.0,23.97,23.97,1620
1703257800,2023-12-22T10:10:00.000-05:00,24.0,24.0,24.0,24.0,211
1703257980,2023-12-22T10:13:00.000-05:00,24.04,24.04,24.04,24.04,202
1703258340,2023-12-22T10:19:00.000-05:00,24.005,24.005,24.005,24.005,100
1703258460,2023-12-22T10:21:00.000-05:00,24.005,24.1,24.005,24.1,1679
1703258580,2023-12-22T10:23:00.000-05:00,24.07,24.07,24.07,24.07,100
1703258640,2023-12-22T10:24:00.000-05:00,24.13,24.13,24.13,24.13,100
1703258760,2023-12-22T10:26:00.000-05:00,24.165,24.2,24.165,24.2,935
1703258880,2023-12-22T10:28:00.000-05:00,24.165,24.165,24.165,24.165,107
1703259060,2023-12-22T10:31:00.000-05:00,24.24,24.28,24.24,24.28,881
1703259240,2023-12-22T10:34:00.000-05:00,24.26,24.26,24.25,24.25,680
1703259480,2023-12-22T10:38:00.000-05:00,24.2,24.2,24.14,24.14,1103
1703259600,2023-12-22T10:40:00.000-05:00,24.18,24.18,24.18,24.18,179
1703259960,2023-12-22T10:46:00.000-05:00,24.17,24.17,24.17,24.17,107
1703260740,2023-12-22T10:59:00.000-05:00,24.11,24.11,24.06,24.06,685
1703260800,2023-12-22T11:00:00.000-05:00,24.05,24.05,24.05,24.05,111
1703260860,2023-12-22T11:01:00.000-05:00,24.06,24.09,24.06,24.09,1138
1703260920,2023-12-22T11:02:00.000-05:00,24.1,24.1,24.0001,24.06,5920
1703261280,2023-12-22T11:08:00.000-05:00,24.04,24.04,24.04,24.04,196
1703261640,2023-12-22T11:14:00.000-05:00,24.08,24.1,24.08,24.1,389
1703261700,2023-12-22T11:15:00.000-05:00,24.13,24.13,24.13,24.13,213
1703262120,2023-12-22T11:22:00.000-05:00,24.15,24.15,24.15,24.15,317
1703262360,2023-12-22T11:26:00.000-05:00,24.1,24.1,24.1,24.1,542
1703262420,2023-12-22T11:27:00.000-05:00,24.1,24.1,24.1,24.1,237
1703262720,2023-12-22T11:32:00.000-05:00,24.15,24.15,24.15,24.15,188
1703262780,2023-12-22T11:33:00.000-05:00,24.1064,24.1064,24.1064,24.1064,110
1703262840,2023-12-22T11:34:00.000-05:00,24.14,24.14,24.115,24.115,285
1703262960,2023-12-22T11:36:00.000-05:00,24.05,24.05,24.03,24.03,978
1703263020,2023-12-22T11:37:00.000-05:00,24.0212,24.0212,24.0212,24.0212,100
1703263200,2023-12-22T11:40:00.000-05:00,23.98,23.98,23.94,23.95,1799
1703263260,2023-12-22T11:41:00.000-05:00,23.95,23.99,23.95,23.99,993
1703263560,2023-12-22T11:46:00.000-05:00,23.99,23.99,23.95,23.95,2879
1703263920,2023-12-22T11:52:00.000-05:00,23.97,24.015,23.97,24.015,820
1703264160,2023-12-22T11:56:00.000-05:00,24.07,24.07,24.07,24.07,262
1703264820,2023-12-22T12:07:00.000-05:00,24.014,24.014,24.014,24.014,114
1703265060,2023-12-22T12:11:00.000-05:00,24.03,24.04,24.03,24.04,361
1703265960,2023-12-22T12:26:00.000-05:00,24.03,24.03,24.03,24.03,206
1703266140,2023-12-22T12:29:00.000-05:00,24.07,24.1,24.07,24.1,334
1703267280,2023-12-22T12:48:00.000-05:00,24.06,24.06,24.06,24.06,100
1703267580,2023-12-22T12:53:00.000-05:00,24.0,24.0,24.0,24.0,1679
1703267640,2023-12-22T12:54:00.000-05:00,24.06,24.06,24.06,24.06,102
1703267760,2023-12-22T12:56:00.000-05:00,24.12,24.12,24.12,24.12,260
1703268300,2023-12-22T13:05:00.000-05:00,24.12,24.12,24.12,24.12,954
1703268960,2023-12-22T13:16:00.000-05:00,24.15,24.15,24.15,24.15,120
1703269200,2023-12-22T13:20:00.000-05:00,24.12,24.12,24.12,24.12,1498
1703269620,2023-12-22T13:27:00.000-05:00,24.16,24.16,24.16,24.16,245
1703270880,2023-12-22T13:48:00.000-05:00,24.16,24.17,24.16,24.17,440
1703270940,2023-12-22T13:49:00.000-05:00,24.17,24.17,24.17,24.17,102
1703271120,2023-12-22T13:52:00.000-05:00,24.11,24.11,24.11,24.11,100
1703271600,2023-12-22T14:00:00.000-05:00,24.12,24.12,24.12,24.12,492
1703271900,2023-12-22T14:05:00.000-05:00,24.07,24.07,24.06,24.06,914
1703272020,2023-12-22T14:07:00.000-05:00,24.015,24.015,24.015,24.015,217
1703272440,2023-12-22T14:14:00.000-05:00,24.08,24.08,24.08,24.08,1446
1703272620,2023-12-22T14:17:00.000-05:00,24.06,24.06,24.01,24.01,755
1703272800,2023-12-22T14:20:00.000-05:00,24.0233,24.0233,24.0233,24.0233,103
1703272980,2023-12-22T14:23:00.000-05:00,23.98,23.98,23.98,23.98,524
1703273040,2023-12-22T14:24:00.000-05:00,23.94,23.94,23.94,23.94,250
1703273100,2023-12-22T14:25:00.000-05:00,23.92,23.94,23.92,23.94,1185
1703273280,2023-12-22T14:28:00.000-05:00,23.935,23.935,23.91,23.91,221
1703273520,2023-12-22T14:32:00.000-05:00,23.88,23.88,23.88,23.88,126
1703273580,2023-12-22T14:33:00.000-05:00,23.96,23.96,23.96,23.96,125
1703273640,2023-12-22T14:34:00.000-05:00,23.96,23.99,23.96,23.99,646
1703273880,2023-12-22T14:38:00.000-05:00,24.01,24.02,23.99,23.99,960
1703274180,2023-12-22T14:43:00.000-05:00,24.04,24.04,24.02,24.02,690
1703274660,2023-12-22T14:51:00.000-05:00,24.03,24.03,24.03,24.03,100
1703275320,2023-12-22T15:02:00.000-05:00,24.09,24.09,24.06,24.06,477
1703275500,2023-12-22T15:05:00.000-05:00,24.04,24.04,24.04,24.04,200
1703275920,2023-12-22T15:12:00.000-05:00,24.04,24.04,24.04,24.04,637
1703276700,2023-12-22T15:25:00.000-05:00,24.05,24.05,24.05,24.05,1563
1703276940,2023-12-22T15:29:00.000-05:00,24.03,24.03,24.03,24.03,204
1703277000,2023-12-22T15:30:00.000-05:00,24.055,24.08,24.055,24.08,421
1703277060,2023-12-22T15:31:00.000-05:00,24.05,24.05,24.05,24.05,491
1703277240,2023-12-22T15:34:00.000-05:00,24.0403,24.0403,24.0403,24.0403,245
1703277420,2023-12-22T15:37:00.000-05:00,24.055,24.055,24.055,24.055,202
1703277540,2023-12-22T15:39:00.000-05:00,24.07,24.07,24.07,24.07,114
1703277600,2023-12-22T15:40:00.000-05:00,24.03,24.04,23.98,24.01,2976
1703277660,2023-12-22T15:41:00.000-05:00,24.03,24.04,24.03,24.04,350
1703277720,2023-12-22T15:42:00.000-05:00,24.0215,24.03,24.0,24.0,1023
1703277780,2023-12-22T15:43:00.000-05:00,23.9804,23.9998,23.9804,23.9998,664
1703277840,2023-12-22T15:44:00.000-05:00,24.02,24.02,23.98,23.9937,654
1703277900,2023-12-22T15:45:00.000-05:00,23.98,23.98,23.98,23.98,249
1703278020,2023-12-22T15:47:00.000-05:00,23.95,23.95,23.95,23.95,114
1703278080,2023-12-22T15:48:00.000-05:00,23.98,23.98,23.97,23.97,884
1703278140,2023-12-22T15:49:00.000-05:00,23.97,23.97,23.95,23.95,899
1703278260,2023-12-22T15:51:00.000-05:00,23.98,23.98,23.98,23.98,551
1703278320,2023-12-22T15:52:00.000-05:00,23.985,24.0,23.985,23.995,1476
1703278380,2023-12-22T15:53:00.000-05:00,24.0,24.0,24.0,24.0,533
1703278440,2023-12-22T15:54:00.000-05:00,24.0,24.01,23.995,23.995,1289
1703278500,2023-12-22T15:55:00.000-05:00,23.995,23.995,23.98,23.98,419
1703278560,2023-12-22T15:56:00.000-05:00,23.98,24.01,23.98,24.01,1904
1703278620,2023-12-22T15:57:00.000-05:00,23.98,23.98,23.97,23.98,1319
1703278680,2023-12-22T15:58:00.000-05:00,24.0,24.02,24.0,24.01,2088
1703278740,2023-12-22T15:59:00.000-05:00,24.0,24.0,23.94,23.98,4207
1703278800,2023-12-22T16:00:00.000-05:00,23.95,23.95,23.95,23.95,20893
1703601000,2023-12-26T09:30:00.000-05:00,24.15,24.15,24.15,24.15,2460
1703601600,2023-12-26T09:40:00.000-05:00,24.01,24.01,23.93,23.93,753
1703601660,2023-12-26T09:41:00.000-05:00,24.0,24.0,24.0,24.0,196
1703602440,2023-12-26T09:54:00.000-05:00,23.94,23.94,23.94,23.94,110
1703602620,2023-12-26T09:57:00.000-05:00,24.03,24.03,24.03,24.03,1029
1703603280,2023-12-26T10:08:00.000-05:00,23.92,23.92,23.92,23.92,104
1703603400,2023-12-26T10:10:00.000-05:00,23.95,23.96,23.95,23.96,518
1703603760,2023-12-26T10:16:00.000-05:00,24.07,24.07,24.07,24.07,107
1703604420,2023-12-26T10:27:00.000-05:00,24.0,24.0,24.0,24.0,355
1703605620,2023-12-26T10:47:00.000-05:00,24.0471,24.0471,24.0471,24.0471,201
1703605740,2023-12-26T10:49:00.000-05:00,24.04,24.05,24.0262,24.05,603
1703606340,2023-12-26T10:59:00.000-05:00,24.07,24.08,24.07,24.08,309
1703606640,2023-12-26T11:04:00.000-05:00,24.095,24.095,24.05,24.05,1526
1703606940,2023-12-26T11:09:00.000-05:00,24.05,24.05,24.05,24.05,101
1703607060,2023-12-26T11:11:00.000-05:00,24.07,24.07,24.07,24.07,511
1703607180,2023-12-26T11:13:00.000-05:00,24.07,24.07,24.07,24.07,102
1703607360,2023-12-26T11:16:00.000-05:00,24.02,24.02,24.02,24.02,527
1703607420,2023-12-26T11:17:00.000-05:00,24.06,24.06,24.06,24.06,444
1703607900,2023-12-26T11:25:00.000-05:00,24.0,24.01,24.0,24.01,443
1703608200,2023-12-26T11:30:00.000-05:00,24.0,24.0,24.0,24.0,115
1703608380,2023-12-26T11:33:00.000-05:00,24.0243,24.0243,24.0243,24.0243,220
1703608440,2023-12-26T11:34:00.000-05:00,23.99,23.99,23.99,23.99,126
1703608740,2023-12-26T11:39:00.000-05:00,23.98,23.98,23.98,23.98,104
1703608800,2023-12-26T11:40:00.000-05:00,23.95,23.99,23.94,23.94,1473
1703609040,2023-12-26T11:44:00.000-05:00,23.96,23.96,23.94,23.94,228
1703609100,2023-12-26T11:45:00.000-05:00,23.9594,23.9594,23.9594,23.9594,123
1703609760,2023-12-26T11:56:00.000-05:00,23.92,23.92,23.92,23.92,126
1703610840,2023-12-26T12:14:00.000-05:00,23.98,24.0,23.98,24.0,2040
1703610900,2023-12-26T12:15:00.000-05:00,24.04,24.04,24.04,24.04,449
1703611500,2023-12-26T12:25:00.000-05:00,24.1199,24.1199,24.1199,24.1199,332
1703611740,2023-12-26T12:29:00.000-05:00,24.09,24.09,24.09,24.09,169
